Book_name,Description,Category,Tags,Rating
Fraud,"Author: Ishtiaq Ahmed
Price: 170/-","Categories: Ishtiaq Ahmed, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Funn e idarat,"Author: Dr Maskeen Ali Hijazi
Price: 400/-","Categories: Educational U, Mix, Urdu Literature",no-tag,no-rating
Fuyuz Yazdani Tarjama al-Fath al-Rabbani,"Author: Shaykh Abd al-Qadir Jilani
Translator: Mawlana Ashiq Ilahi Merathi
Language: Urdu
Pages: 443
Price: 800/-","Categories: Autobiography U, Islam U, Islamic Books, Urdu Literature",no-tag,no-rating
Gaind ka Tofan,"Author: Ishtiaq Ahmed
Price: 170/-","Categories: Ishtiaq Ahmed, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Gana Bajana Quran Aur Hadees Ki Roshni Main,"Author: Hazrat Maulana Mufti Ehsan Ullah
Price: 200/-","Categories: Books Under 750PKR, Islam U, Islamic Books, Religious U, Urdu Literature",no-tag,no-rating
Ganji ki Kahani,"Author: Syed Ehtasham Hussain
Price: 600/-","Categories: Classics, Flash Sale, Mix, Novel U, Urdu Literature",no-tag,no-rating
Gate To Paradise,Author: Maulana Abrarul Haq Kalyanvi,"Categories: Books Under 750PKR, Islam U, New Arrivals",no-tag,no-rating
Gatsby,"Author: F. SCOTT FITZGERALD
Translator: Shaukat Nawaz Niazi
Language: Urdu
Pages: 192
Price: 450/-","Categories: Books Under 750PKR, Classics, Mix, Novel U, Urdu Literature",no-tag,no-rating
Gautam Ke Dais Main,no-description,"Categories: Books Under 750PKR, Dr Muhammad Amjid Saqib, Our Authors, Travelogue U, Urdu Literature",no-tag,no-rating
Geotectonics,"Author: Dr. Rauf Nizami
Price: 530/-","Categories: Educational U, Flash Sale, Mix, Urdu Literature, Urdu Science",no-tag,no-rating
Ghaar ka Samandar,"Author: Ishtiaq Ahmed
Price: 750/-","Categories: Ishtiaq Ahmed, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Ghaddaar,"Author: KRISHAN CHANDAR
Pages: 168
Price: 400/-","Categories: Books Under 750PKR, Mix, Novel U, Urdu Literature",no-tag,no-rating
Ghaibi insaan (translation),"Author: Muhammad Saleem-Ur-Rehman
Language: Urdu
Price: 150-","Categories: Children's Book U, Children's Books, Flash Sale, Urdu Literature",no-tag,no-rating
Ghair lafzi ablagh,"Author: Seemab Fr Bukhari
Price: 125/-","Categories: Educational U, Urdu Literature",no-tag,no-rating
Ghair Muslim khudkush hamla Aawar,"Author: Dr. Umair Mehmood Sidiqui
Price: 250/-","Categories: History U, Islam U, Urdu Literature",no-tag,no-rating
Ghair Shohrat Yafta Mazameen – غیر شہرت یافتہ مضامین,"Author: Bertrand Russell
Translator: Ameer Khan Hikmat
Pages: 200
Price: 500/-","Categories: Books Under 750PKR, Educational U, New Arrivals, Urdu Literature","Tags: Bertrand Russell, Ghair Shohrat Yafta Mazameen, ghufhtugu publication",no-rating
Ghalat Admi,"Author: Ishtiaq Ahmed
Price: 170/-","Categories: Ishtiaq Ahmed, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Ghalib (Novel) – (غالب (ناول,"Author: QAZI ABDUL SATTAR
Pages: 184
Price: 400","Categories: Books Under 750PKR, Mix, Novel U, Urdu Literature",no-tag,no-rating
Gham Na Karyn,"Author: DR. AYIZ UL QARNI
Price: 700/-","Categories: Mix, Personal development, Psychology U, Urdu Literature",no-tag,no-rating
Gharelo Chirya Ghar,"Author: Dr. Naseem Ahmad Siddiqui
Price: 180/-","Categories: Educational U, Flash Sale, Sociology U, Urdu Literature",no-tag,no-rating
Gharelo encyclopedia,"By: Amla Idarat
Price: 2500/-","Categories: Educational U, Mix, Technical, Urdu Literature, Urdu Science",no-tag,no-rating
Gharelo Refrigerator or Air Conditioner,"Author: Professor Sheikh Javed Iqbal
Price: 400/-","Categories: Educational U, Mix, Technical, Urdu Literature, Urdu Science",no-tag,no-rating
Gharelo refrigerator or air conditioner ki Murammat,"Author: Professor Sheikh Iqbal Qazi
Price: 400/-","Categories: Books Under 750PKR, Educational U, Flash Sale, Mix, Urdu Literature, Urdu Science",no-tag,no-rating
Gharelo Shikar,"Author: Ishtiaq Ahmed
Price: 300/-","Categories: Ishtiaq Ahmed, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Ghazal asasa,no-description,"Categories: Urdu Literature, Urdu Poetry",no-tag,no-rating
Ghazi Ilm ud Din Shaeed,"Author: Abd ur Rasheed Iraqi
Price: 599/-","Categories: Biography U, Mix, Urdu Literature",no-tag,no-rating
Ghazwat ur Rasool – غزوات الرسول,"Author: MUHAMMAD RAAJI KINAAS
Translator: MOLANA MUHAMMAD ABDUR RASHEED QASMI
Price: 450/-","Categories: Books Under 750PKR, Islam U, Islamic Books, New Arrivals, Urdu Literature",no-tag,no-rating
ghous azam-غوث الاعظم,"By Maulana Ehtisham ul Haq Thanvi
Price : 120/-","Categories: Islam U, Urdu Literature",no-tag,no-rating
Ghulam Wadi,"Author: Ishtiaq Ahmed
Price: 170/-","Categories: Ishtiaq Ahmed, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Ghulami ka samandar,"Author: Ishtiaq Ahmed
Price: 400/-","Categories: Ishtiaq Ahmed, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Ghulami say azadi tak ka safar,no-description,"Categories: Children's Book U, Educational U, History U, Urdu Literature",no-tag,no-rating
Ghusse ki nai fasal,"Author: Asad Muhammad Khan
Language: Urdu
Price: 245/-","Categories: Afsanay U, Flash Sale, Urdu Literature",no-tag,no-rating
Gidh – aik kudarti khakrob,"Author: Dr. Bushra Nisar Khan
Price: 500/-","Categories: Educational U, Mix, Urdu Literature",no-tag,no-rating
God Father,"Author: Mario Puzo
Translator: Yaqob Yawar
Language: Urdu
Price: 750/-","Categories: Classics, Flash Sale, Mix, Novel U, Urdu Literature",no-tag,no-rating
Golden Kolok,"Author: Mazhar Kaleem MA
Price: 125/-","Categories: Books Under 750PKR, Mazhar Kaleem MA, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Golden Sand,"Author: Mazhar Kaleem MA
Price:275/-","Categories: Books Under 750PKR, Mazhar Kaleem MA, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Golden Spot,"Author: Mazhar Kaleem MA
Price: 100/-","Categories: Books Under 750PKR, Mazhar Kaleem MA, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Goongay Ka Khuwab,no-description,"Categories: Books Under 750PKR, Tariq Baloch Sehraei, Urdu Literature",no-tag,no-rating
"Gopi, Lopi Aur Popi Ki Kahani Aur Doosri Kahaniyan","Author: Zahid Hassan
Language: Urdu
Price: 95/-","Categories: Children's Book U, Children's Books, Flash Sale, Urdu Literature",no-tag,no-rating
Goron Kay Dais Sey,"Author: Arif Anees
Pages: 480
Price: 1500/-","Categories: Arif Anis, Autobiography U, Mix, Personal development, Travelogue U, Urdu Literature",no-tag,no-rating
Gosha e Tanhai,"Author: حضرت مفتی تقی عثمانی صاحب
Pages: 175.","Categories: Flash Sale, Islam U, Poetry U, Urdu Literature, Urdu Poetry",no-tag,no-rating
Grand Victory,"Author: Mazhar Kaleem MA
Price: 125/-","Categories: Mazhar Kaleem MA, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Great Falls,"Author: Mazhar Kaleem MA
Price: 130/-","Categories: Books Under 750PKR, Mazhar Kaleem MA, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Great Mission Part 2,"Author: Mazhar Kaleem MA
Price: 75/-","Categories: Books Under 750PKR, Mazhar Kaleem MA, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Green House Effect,"Author: Rashida Riaz
Price: 100/-","Categories: Educational U, Flash Sale, Urdu Literature",no-tag,no-rating
Group Fighting,"Author: Mazhar Kaleem MA
Price: 125/-","Categories: Books Under 750PKR, Mazhar Kaleem MA, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Guhr hony tak,"Author: Malcolm x
Price: 1000/-","Categories: Autobiography U, Biography U, Mix, Urdu Literature",no-tag,no-rating
GULDAN,"Author: ASHFAQ AHMAD
Price: 800/-","Categories: Ashfaq Ahmed, Mix, Urdu Literature",no-tag,no-rating
Guldasta Shahid Ahmed Dehlavi,Author: SHAHID AHMED DELHVI,"Categories: Biography U, Mix, Upcoming Books, Urdu Literature, Zinda Kitabein",no-tag,no-rating
Gulliver ki Siyahatain,no-description,"Categories: Children's Book U, Urdu Literature",no-tag,no-rating
Gulzar Â— Awaz May Lipti Khamoshi,no-description,"Categories: Mix, Poetry U, Urdu Literature",no-tag,no-rating
Gumnaam Gaon Ka Akhri Mazar,"Author: RAUF KLASRA
Pages: 360
Price: 700/-","Categories: Afsanay U, Mix, Urdu Literature",no-tag,no-rating
Gumshuda Islami Tareekh – گمشدہ اسلامی تاریخ,Author: FIRAS ALKHATEEB,"Categories: History U, Islam U, Islamic Books, Mix, Urdu Literature",no-tag,no-rating
GUMSHUDA QAAFLAY,"Author: NASEEM HIJAZI
Language: Urdu
Price: 750/-","Categories: Mix, Naseem Hijazi, Novel U, Travelogue U, Urdu Literature",no-tag,no-rating
Guru – Qasim Ali Shah (Urdu) – گرو – قاسم علی شاہ,"Author: ABUBAKER ZAHOOR
Price: 700/-","Categories: New Arrivals, Personal development, Urdu Literature",no-tag,no-rating
Haali Fehmi,no-description,"Categories: Biography U, Mix, Urdu Literature",no-tag,no-rating
Haider Ali,no-description,"Categories: Islam U, Mix, Urdu Literature",no-tag,no-rating
HAIRAT KADAH,"Author: ASHFAQ AHMAD
Price: 700/-","Categories: Ashfaq Ahmed, Mix, Urdu Literature",no-tag,no-rating
Haji Murad – حاجی مراد,"Author: LEO TOLSTOY
Translator: MUZAFFAR MUHAMMAD ALI
Pages: 184
Price: 500/-","Categories: Books Under 750PKR, New Arrivals, Novel U, Urdu Literature","Tags: gufhtugu.com, Haji Murad, urdu book, urdu literature",no-rating
Hajj o Umera Lamha ba Lamha Qadam ba Qadam (Premium Quality),no-description,"Categories: Islam U, Mix, New Arrivals, Urdu Literature",no-tag,no-rating
Hamara Taleemi Buhran or uska hal,"Author: Dr Muhammad Ameen
Price: 600/-","Categories: Educational U, Mix, Urdu Literature",no-tag,no-rating
Hamaray Huzoor(saw) – ہمارے حضور,"Author: Dr Hafiz Muhammad Sani, Maulana Saeed Ahmad JalalPuri","Categories: Islam U, Islamic Books, New Arrivals, Urdu Literature",no-tag,no-rating
Hamari Jild,"Author: Jamil Ahmad
Price: 90/-","Categories: Books Under 750PKR, Educational U, Technical, Urdu Literature, Urdu Science",no-tag,no-rating
Hamayon Nama,no-description,"Categories: Biography U, History U, Mix, Urdu Literature",no-tag,no-rating
Haqeeqat ka Jadu,"Author: Dr. Anbareen Salah ud Din
Price: 500/-","Categories: Books Under 750PKR, Educational U, Mix, Technical, Urdu Literature, Urdu Science",no-tag,no-rating
Haqeeqat Maal wa Jah-(حقیقت مال و جاہ),no-description,"Categories: Islam U, Mix, Uncategorized1, Urdu Literature",no-tag,no-rating
Harakari,"Author: Mazhar Kaleem MA
Price: 150/-","Categories: Books Under 750PKR, Mazhar Kaleem MA, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Harch,"Author: Mazhar Kaleem MA
Price: 150/-","Categories: Books Under 750PKR, Mazhar Kaleem MA, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Hard Agency,"Author: Mazhar Kaleem MA
Price: 175/-","Categories: Books Under 750PKR, Mazhar Kaleem MA, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Hard Reback – Part II,"Author: Mazhar Kaleem MA
Price:100/-","Categories: Books Under 750PKR, Mazhar Kaleem MA, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Hard Target part 1 and 2,"Author: Mazhar Kaleem MA
Price:  300/-","Categories: Books Under 750PKR, Mazhar Kaleem MA, Novel U, SciFi, Urdu Literature",no-tag,no-rating
HARF HARF HAQEEQAT,"Author: WASIF ALI WASIF
Price: 500/-","Categories: Afsanay U, Mix, Urdu Literature",no-tag,no-rating
Harf-o-maini,no-description,"Categories: Children's Book U, Urdu Literature",no-tag,no-rating
Haroon Rasheed,no-description,"Categories: Islam U, Mix, Urdu Literature",no-tag,no-rating
Harrapa Ka Sheesh Naag: Maut Ka Taaqub (Book 6),"Author:  A.Hameed
Language: Urdu
Price: 150/-","Categories: Children's Book U, Flash Sale, Urdu Literature",no-tag,no-rating
Harry Potter Aur J K Rawling,"Author: Parveen Ameen Ul Haq
Price: 130/-","Categories: Afsanay U, Children's Book U, Children's Books, Urdu Literature",no-tag,no-rating
Hasad ka Anjam,"Author:  Khursheed Rizvi
Language: Urdu
Price: 199/-","Categories: Children's Book U, Children's Books, Flash Sale, Urdu Literature",no-tag,no-rating
Hashim Porah,"Author: Arjumand Ara
Price: 400/-","Categories: Autobiography U, Biography U, Books Under 750PKR, Mix, Novel U, Urdu Literature",no-tag,no-rating
Hasrat ka Qaidi,"Author: Muhammad Faheem Alam
Price: 250/-","Categories: Books Under 750PKR, Children's Book U, Children's Books, Kids Kahaniyan, Urdu Literature",no-tag,no-rating
Hatam Tai ki Kehaniyan,no-description,"Categories: Children's Book U, Mix, New Arrivals, Urdu Literature",no-tag,no-rating
Hatim ka Bacha,"Author: Ishtiaq Ahmed
Price: 170/-","Categories: Ishtiaq Ahmed, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Hayat e Muhammad – حیات محمد صلی اللہ علیہ وسلم,"Author: MUHAMMAD HUSSAIN HAYKEL
Price: 2400/-","Categories: Islam U, Mix, Urdu Literature",no-tag,no-rating
Hayat E Quaid E Aazam,no-description,"Categories: Biography U, Books Under 750PKR, Mix, Urdu Literature",no-tag,no-rating
Hayat e Saeed,no-description,"Categories: Autobiography U, Books Under 750PKR, Mix, Urdu Literature, Zinda Kitabein",no-tag,no-rating
Hayat Esaa (AS),Author: Hazrat Maulana Idress Kandhalvi,"Categories: Books Under 750PKR, Islam U, Islamic Books, Urdu Literature",no-tag,no-rating
Hayat Imam Shafi,no-description,"Categories: Books Under 750PKR, Islam U, Mix, Urdu Literature",no-tag,no-rating
Hayat Syedna Hazrat Eesa (A.S) – حیات سیّدنا عیسیٰ,Author: KAMRAN AZAM SOHDAHARVI,"Categories: History U, Islam U, Islamic Books, Mix, Religious U",no-tag,no-rating
Hazar Saal ka Shehr,"Author: Ishtiaq Ahmed
Price: 170/-","Categories: Ishtiaq Ahmed, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Hazoor (S.W) ke Mujazat-حضورکے معجزات,Author: Hafaz Imad ud Din,"Categories: Islam U, New Arrivals, Urdu Literature",no-tag,no-rating
Hazrat Abu Bakar Kay Faislay,no-description,"Categories: Islam U, Mix, New Arrivals, Urdu Literature",no-tag,no-rating
Hazrat Abu Bakar Siddique R.A,no-description,"Categories: Islam U, Mix, New Arrivals, Urdu Literature",no-tag,no-rating
Hazrat Ali RA k faisley,Price: 300/-,"Categories: Books Under 750PKR, Islam U, Islamic Books, Mix, Urdu Literature",no-tag,no-rating
Hazrat Amar Bin Al Aas,no-description,"Categories: Islam U, Mix, Urdu Literature",no-tag,no-rating
Hazrat Awais  Qarni (RA),no-description,"Categories: Islam U, Mix, New Arrivals, Urdu Literature",no-tag,no-rating
Hazrat Aysha Siddiqa,By: Allama Syed Sulaiman Nidvi,"Categories: Islam U, New Arrivals",no-tag,no-rating
Hazrat Baba Bulhy Shah,no-description,"Categories: Islam U, Mix, Urdu Literature",no-tag,no-rating
Hazrat Baba Bullhay Shah,no-description,"Categories: Books Under 750PKR, Islam U, Mix, New Arrivals, Poetry U, Urdu Literature",no-tag,no-rating
Hazrat Baba Fareed Ganj Shakr,no-description,"Categories: Islam U, Mix, Urdu Literature",no-tag,no-rating
Hazrat Junaid Baghdadi,no-description,"Categories: Islam U, Mix, Urdu Literature",no-tag,no-rating
Hazrat Khalid bin Waleed,no-description,"Categories: Islam U, Mix, Urdu Literature",no-tag,no-rating
Hazrat Mian Muhammad Bakhsh (Delux Edition),no-description,"Categories: Biography U, Mix, Urdu Literature",no-tag,no-rating
Hazrat Moalana Abdur Rehman Jami,no-description,"Categories: Biography U, Mix, Urdu Literature",no-tag,no-rating
Hazrat Muhammad Kay Faislay,no-description,"Categories: Books Under 750PKR, Islam U, Mix, New Arrivals, Urdu Literature",no-tag,no-rating
HAZRAT RABIA BASRI,"Author: HAFIZ NASIR MAHMOOD
Language: Urdu
Price: 800/-","Categories: Biography U, History U, Islam U, Islamic Books, Urdu Literature",no-tag,no-rating
Hazrat Saeed Bin Aamir Ki Qanaat,no-description,"Categories: Books Under 750PKR, Children's Book U, Children's Books, Islam U, Islamic Books, Urdu Literature",no-tag,no-rating
Hazrat Salih (AS) or Bari Ontani,"Author: Molana Sheraz Khan
Price: 160/-","Categories: Books Under 750PKR, Children's Book U, Children's Books, Islam U, Islamic Books, Urdu Literature",no-tag,no-rating
Hazrat Salman Farsi,no-description,"Categories: Islam U, Mix, Urdu Literature",no-tag,no-rating
Hazrat Salman Farsi,"Author: ABDUL HALEEM SHARAR
Pages: 592
Price: 1500/-","Categories: Biography U, Islam U, Islamic Books, Mix, Urdu Literature",no-tag,no-rating
Hazrat Saubia Rasool Akram(saw) ki Razayi Walidah,no-description,"Categories: Books Under 750PKR, Islam U, Islamic Books, New Arrivals, Urdu Literature, Women Books",no-tag,no-rating
Hazrat Shaikh Abdul Qadir Jilani,no-description,"Categories: Islam U, Mix, Urdu Literature",no-tag,no-rating
Hazrat Shams Tabrez,no-description,"Categories: Biography U, Mix, New Arrivals, Urdu Literature",no-tag,no-rating
Hazrat Suleman (A.S) or Hud Hud,"Author: Molana Sheraz Khan
Price: 160/-","Categories: Books Under 750PKR, Children's Book U, Children's Books, Iqbal U, Islamic Books, Urdu Literature",no-tag,no-rating
Hazrat Sultan Bahu,no-description,"Categories: Books Under 750PKR, Islam U, Mix, Urdu Literature",no-tag,no-rating
Hazrat Syed ul Anbia (SAW) Aur Apki Imtiazi Khasusiat,سید منظور احمد شامی,"Categories: Islam U, Mix",no-tag,no-rating
Hazrat Umer bin Abdul Aziz,"Author: KAMRAN AZAM SOHDAHARVI
Price: 600/-","Categories: Islam U, Islamic Books, Mix, New Arrivals, Urdu Literature",no-tag,no-rating
Hazrat Umer Farooq R.A,no-description,"Categories: Islam U, Mix, New Arrivals, Urdu Literature",no-tag,no-rating
Hazrat Umer Kay Faislay,no-description,"Categories: Books Under 750PKR, Islam U, Mix, Urdu Literature",no-tag,no-rating
Hazrat Usman Kay Faislay,no-description,"Categories: Islam U, Mix, Urdu Literature",no-tag,no-rating
Hero,no-description,"Categories: Personal development, Urdu Literature",no-tag,no-rating
HERO,"Author: RHONDA BYRNE
Price: 480/-","Categories: Books Under 750PKR, Mix, Personal development, Urdu Literature",no-tag,no-rating
Hewani Fitrat jibillat or rawiye,"Author: Zahida Hameed
Price: 140/-","Categories: Educational U, Technical, Urdu Literature, Urdu Science",no-tag,no-rating
Hi Fi,"Author: Mazhar Kaleem MA
Price: 100/-","Categories: Mazhar Kaleem MA, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Hidayaat,Author: Syed Maulana Abu Ul aala Maududi,"Categories: Books Under 750PKR, Islam U, New Arrivals",no-tag,no-rating
Hifazat Ul Imaan,"Author: Mufti Azam Al Sheikh Al Syed Ahmad Uddin Gangvi Al-Hanfi
Price: 300/-","Categories: Books Under 750PKR, Islam U, Islamic Books, Mix, Urdu Literature",no-tag,no-rating
High Victory,"Author: Mazhar Kaleem MA
Price: 100/-","Categories: Books Under 750PKR, Mazhar Kaleem MA, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Hikayat e Auliya – حکایات اولیا,no-description,"Categories: Islam U, Islamic Books, Urdu Literature",no-tag,no-rating
Hikayat e Saadi,no-description,"Categories: History U, Mix, Urdu Literature",no-tag,no-rating
Hikmat e Roomi,no-description,"Categories: Biography U, Mix, Urdu Literature",no-tag,no-rating
Himalaya Se Buland Sazish – ہمالیہ سے بلند سازش,"Author: IFTIKHAR AZAM
Translator: MAHBOOB KASHMIRI
Pages: 344
Price: 995/-","Categories: New Arrivals, SciFi, Urdu Literature",no-tag,no-rating
Hindu Pakistan me Muslimano ka Nizam e Taleem o tarbiyat,"Author: Professor Syed Muhammad Saleem
Price: 500/-","Categories: Books Under 750PKR, Educational U, History U, Mix, Urdu Literature",no-tag,no-rating
Hindustani Musliman: Ayam Gum gushta k 50 baras,"Author: Rashid Shaz
Price: 1200/-","Categories: History U, Mix, Urdu Literature",no-tag,no-rating
Holocaust Ki Kahani – ہالوکاسٹ کی کہانی,"Author: DR. AMJAD ALI BHATTI
Pages: 256
Price: 600/-","Categories: History U, Mix, Urdu Literature",no-tag,no-rating
Hot Rays,"Author: Mazhar Kaleem MA
Price: 100/-","Categories: Books Under 750PKR, Mazhar Kaleem MA, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Hum jinsiyat ka fitna,"Author: Dr. Muhammad Razi ul Islam Nadvi
Price: 80/-","Categories: Educational U, Islam U, Urdu Literature",no-tag,no-rating
Hum Wehshi Hain – ہم وحشی ہیں,"Author: KRISHAN CHANDAR
Pages: 184
Price: 400","Categories: Afsanay U, Books Under 750PKR, Mix, Urdu Literature",no-tag,no-rating
Hungamo ka Sher,"Author: Ishtiaq Ahmed
Price:170/-","Categories: Ishtiaq Ahmed, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Huqooq ul Ibaad-(حقوق العباد),no-description,"Categories: Islam U, Mix",no-tag,no-rating
Ibaarat Kaise Likhain,"Author: RASHEED HASSAN KHAN
Price: 300/-","Categories: Books Under 750PKR, Children's Book U, Educational U, Mix, Urdu Literature",no-tag,no-rating
Iblees,"Author: NIMRA AHMED
Price: 600/-","Categories: Novel U, Urdu Literature",no-tag,no-rating
Ibn e Khuldoon,no-description,"Categories: Books Under 750PKR, Islam U, Mix, Urdu Literature",no-tag,no-rating
Ibn e Rushd or Ibn e Khuldoon,"Author: Dr. Ubaid Ullah Fahad Falahi
Price: 600/-","Categories: Biography U, History U, Mix, Urdu Literature",no-tag,no-rating
Ibn e Safi,no-description,"Categories: Humor U, Novel U, Urdu Literature",no-tag,no-rating
Ibne Khaldoon: Hayat o Aasar,"Author: Muhammad Kazim
Pages: 227
Price: 799/-","Categories: Autobiography U, History U, Islam U, Mix, Religious U, Urdu Literature",no-tag,no-rating
Ibne Safi – Shakhsiyat aor Fun,Author: Rashid Ashraf,"Categories: Autobiography U, Biography U, New Arrivals, Urdu Literature, Zinda Kitabein",no-tag,no-rating
Ibtadayi Falkiyat,"Author: Molana Asad Ullah Shahbaz
Price: 100/-","Categories: Books Under 750PKR, Educational U, Islam U, Islamic Books, Urdu Literature",no-tag,no-rating
Ibtidayi Taleem ka nisab,"Author: Professor Syed Muhammad Saleem
Price: 60/-","Categories: Educational U, Philosophy U, Urdu Literature",no-tag,no-rating
Idrak e Zawal Ummat,"Author: Rashid Shaz
Price: 3000/-","Categories: Educational U, History U, Islam U, Mix, Urdu Literature",no-tag,no-rating
Ijaad ka Khoon,"Author: Ishtiaq Ahmed
Price: 170/-","Categories: Ishtiaq Ahmed, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Ijaz Ul Quran,Price : 190/-,"Categories: Books Under 750PKR, Islam U, Islamic Books",no-tag,no-rating
Ik Anaa Parast – اک انا پرست,"Author: Safia Alam
Pages: 117
Price: 1200Rs","Categories: New Arrivals, Poetry U, Urdu Literature, Women Books","Tags: Poetry book in Urdu, Urdu Poetry Book",no-rating
Ik tukra dhoop ka,"Author: Asad Muhammad Khan
Language: Urdu
Price: 2250/-","Categories: Afsanay U, Mix, Urdu Literature",no-tag,no-rating
Ikees Jalil Ul Qadar Tabeen karam(RA) – اکیس جلیل القدر تابعین کرام,"Authors: Hazrat Maulana Muhammad Abdur Rehman, Hazrat Maulana Shah Abrar Ul Haq
Pages: 352
Price: 600/-","Categories: Islam U, Islamic Books, Mix, Urdu Literature",no-tag,no-rating
Ikeesvin Saddi k Ikees Sabaq,یوول نوح ہراری,"Categories: Books Under 750PKR, Flash Sale, History, Mix, Urdu Literature",no-tag,no-rating
Ikhlaas – اخلاص,"Author: BABA IRFAN UL HAQ
Pages: 232
Price: 1200Rs","Categories: Islam U, New Arrivals, Religious U, Urdu Literature",no-tag,no-rating
ilam Ghaib,Price : 270/-,"Categories: Books Under 750PKR, Islam U, Islamic Books",no-tag,no-rating
Ilm e Insaaniyat,"Author: Ms. Majida Sabir
Price: 300/-","Categories: Mix, Psychology U, Urdu Literature",no-tag,no-rating
Ilm e Kimya,"Author: Jamil Ahmad
Price: 100/-","Categories: Educational U, Emerging Technologies, Technical, Urdu Literature, Urdu Science",no-tag,no-rating
Ilm e Mashiyat or Islami Mashiyat,"Author: Dr. Ausaf Ahmad
Price:200/-","Categories: Books Under 750PKR, Educational U, Islam U, Islamic Books, Urdu Literature",no-tag,no-rating
Ilm e Shari ki Shari Hesiyat,"Author: Rashid Shaz
Price: 250/-","Categories: Books Under 750PKR, Islam U, Islamic Books, Religious U, Urdu Literature",no-tag,no-rating
Ilm o Tehqeek ka Islami Tanazur,Author: Dr.Muhammad Rifat,"Categories: Books Under 750PKR, Islam U, New Arrivals",no-tag,no-rating
Imad ud Deen Zangi,no-description,"Categories: Islam U, Urdu Literature",no-tag,no-rating
Imam Abu Hanifa,"Author: Maulana Shibli Nomani
Translator: M Hadi Hussain","Categories: Islam U, New Arrivals",no-tag,no-rating
Imam Azam Abu Hanifa(RA) -امام اعظم ابوحنیفہ,"Author: Hazrat Maulana Muhammad Abur Rehman sb
Price: 330/-","Categories: Books Under 750PKR, Islam U, Islamic Books, Mix, Urdu Literature",no-tag,no-rating
Imam Ghazali,"Author:  Professor Akhtar ul Wasih
Price: 600/-","Categories: Autobiography U, Islam U, Islamic Books, Mix, Urdu Literature",no-tag,no-rating
Imam Muhammad Al Shabani,"Author: Allama Zahid Al-Kosri
Translator: Dr. Hafiz Usman Ahmad
Price: 500/-","Categories: Biography U, Books Under 750PKR, Islam U, Islamic Books, Mix, Urdu Literature",no-tag,no-rating
Imam Raazi,no-description,"Categories: Books Under 750PKR, Islam U, Mix, Urdu Literature",no-tag,no-rating
IMAM SHAH WALIULLAH,"Author: Professor Akhtar ul Wasih
Price: 600/-","Categories: Biography U, History U, Islam U, Islamic Books, Mix, Urdu Literature",no-tag,no-rating
Imran ki Wapsi,"Author: Ishtiaq Ahmed
Price: 300/-","Categories: Ishtiaq Ahmed, Novel U, SciFi, Urdu Literature",no-tag,no-rating
Imran Series – Ibn e Safi,"Authors: Rashid Ashraf
Farooq Ahmad
Pages: 460
Price: 890/-","Categories: Afsanay U, Urdu Literature, Zinda Kitabein",no-tag,no-rating
Imran Series by Mazhar Kaleem MA Complete Set,Author: Mazhar Kaleem MA,"Categories: Book Sets, Mazhar Kaleem MA, Mix, Novel U, SciFi, Urdu Literature",Tag: Imran Series,no-rating
Imtina ul Nazeer,"Author: Allam Fazal Haq Khair Abadi
Price: 1000/-","Categories: Islam U, Islamic Books, Urdu Literature",no-tag,no-rating
Inaam,"Author: BABA IRFAN UL HAQ
Price: 750/-","Categories: Islam U, Mix, Personal development, Religious U, Urdu Literature",no-tag,no-rating
Infaaq Fi Sabeel Allah,Author: Maulana Syed Abu Ul aala maududi,"Categories: Books Under 750PKR, Islam U, New Arrivals, Urdu Literature",no-tag,no-rating
insan aur devta,"Author: NASEEM HIJAZI
Language: Urdu
Price: 650/-","Categories: Mix, Naseem Hijazi, Novel U, Urdu Literature",no-tag,no-rating
INSAN KI MANZIL – انسان کی منزل,Author: MAULANA WAHEED UD DIN KHAN,"Categories: Islam U, Islamic Books, Personal development, Urdu Literature",no-tag,no-rating
